id,name,addr,lat,lng,dong,detailtype
1930,애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,33.4590846763959,126.310575628004,애월읍 곽지리,60
1931,야크마을,제주특별자치도 서귀포시 색달중앙로 162,33.2696448069146,126.416642362701,색달동,60
1932,양가형제,제주특별자치도 제주시 한경면 청수동8길 3,33.3073576010795,126.254020912003,한경면 청수리,60
1933,양가형제노형,제주특별자치도 제주시 노형4길 10,33.481815866776,126.475279981524,노형동,60
1934,어반정글 부얀트무드,제주특별자치도 서귀포시 성산읍 신고로22번길 39,33.4368021705409,126.921190254075,성산읍 고성리,60
1935,어반정글그레이밤부,제주특별자치도 제주시 조천읍 일주동로 1611,33.5529030454954,126.704296319191,조천읍 북촌리,60
1936,에메랄드하우스,제주특별자치도 서귀포시 안덕면 신화역사로 545-66,33.315598562275,126.348811698432,안덕면 동광리,60
1937,에퀴녹스 드 협재,제주특별자치도 제주시 한림읍 협재10길 4,33.3986027956625,126.24665684022,한림읍 협재리,60
1938,엔젤하우스,제주특별자치도 제주시 애월읍 신엄안3길 95,33.4723983936724,126.357778732797,애월읍 고내리,60
1939,엘파소,제주특별자치도 서귀포시 안덕면 화순로 191-43,33.2453903590287,126.32592273528,안덕면 화순리,60
1940,엠버퓨어힐호텔&리조트,제주특별자치도 제주시 1100로 2671-30,33.4241977888986,126.488001386103,노형동,60
1941,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,33.2544458442202,126.414495944764,색달동,60
1942,예래생태체험관,제주특별자치도 서귀포시 예래로 213,33.2444721393223,126.39084905018,하예동,60
1943,예이츠산장,서귀포시 남원읍 516로 918,33.3257243222958,126.601046700237,남원읍 하례리,60
1944,예촌민박,서귀포시 남원읍 중산간동로 7126,33.2836431614077,126.631077921242,남원읍 신례리,60
1945,옛마을펜션,제주특별자치도 서귀포시 검은여로 80,33.2507874102604,126.581664492276,토평동,60
1946,오데뜨,제주특별자치도 제주시 한림읍 중산간서로 4995-6,33.4108751922188,126.295578088098,한림읍 상대리,60
1947,오롯바이에퀴녹스,제주특별자치도 제주시 한림읍 금능길 75,33.3890146382948,126.23092406731,한림읍 금능리,60
1948,오멍가멍 애견카페&호텔,제주특별자치도 제주시 어영길 64-14,33.5174365617701,126.498230097705,용담삼동,60
1949,오버더센스,제주특별자치도 서귀포시 칠십리로 655,33.2508988248671,126.615250210134,하효동,60
1950,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.3059240323368,126.289492214804,안덕면 서광리,60
1951,온더스톤펜션,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,33.4702545409862,126.917847071706,성산읍 오조리,60
1952,올디벗구디,제주특별자치도 서귀포시 일주서로 330,33.2529594300667,126.473460078558,도순동,60
1953,올레해오름펜션,제주특별자치도 제주시 애월읍 광령평화2길 142-19,33.4321073830509,126.433255341822,애월읍 광령리,60
1954,옵데가바이에퀴녹스,제주특별자치도 제주시 한림읍 협재10길 4,33.3986027956625,126.24665684022,한림읍 협재리,60
